,Rat,Day,Shank,Id,Region,Type,SessID,NREM,REM,WAKE_HOMECAGE,SLEEP,tot_spikes,MRL_sigma,pvalue_sigma,mod_sigma,MRL_theta,pvalue_theta,mod_theta,MRL_beta,pvalue_beta,mod_beta,MRL_low_gamma,pvalue_low_gamma,mod_low_gamma,MRL_mid_gamma,pvalue_mid_gamma,mod_mid_gamma,MRL_high_gamma,pvalue_high_gamma,mod_high_gamma
0,8,1,4,2,Hpc,Pyr,0,0.9142463695543316,2.0332610267534346,0.5882979478804232,1.0793938747198806,18862,0.23598489749307486,7.446273524263655e-177,True,0.08383220209771414,4.704308017892824e-23,True,0.03262830797906014,0.00041956964415418193,False,0.02729670865806487,0.004329854971488791,False,0.036422439903359125,6.185095805139946e-05,False,0.04775194673486244,5.810275725341032e-08,True
1,8,1,4,3,Hpc,Pyr,1,0.7167000500751126,0.67823571945047,0.7610831025586405,0.7110233699711878,17550,0.22612239322878666,1.5263444068426642e-131,True,0.1604509982938353,3.818484981932796e-65,True,0.07863297082941828,4.0198408121157033e-16,True,0.017908059982294708,0.15944882548847109,False,0.025043678828325023,0.027574805777818408,False,0.02885645483673142,0.008497667364046963,False
2,8,1,4,4,Hpc,Int,2,0.4092388582874312,0.3210412147505423,0.3156287722786338,0.3962223882189734,7787,0.1800865543652574,9.982690461322034e-48,True,0.1256019594723318,3.307953272130984e-23,True,0.06341792765198342,1.9274410416344616e-06,True,0.07930919367994607,1.1430094900634294e-09,True,0.08415078120616576,8.507954461719199e-11,True,0.11715177454633838,2.8031333787416027e-20,True
3,8,1,4,5,Hpc,Pyr,3,1.1397095643465198,0.4757772957339118,1.2576629032639828,1.0417244691068188,25491,0.12450204703350384,9.014362971203859e-63,True,0.11069283249097243,2.5628076279906894e-49,True,0.03855652971262213,1.3191203912697999e-06,True,0.018434682140389555,0.04531636463198412,False,0.026712714290689818,0.0015076313353518216,False,0.039214925436458256,8.278218744203568e-07,True
4,8,1,4,6,Hpc,Pyr,4,0.3908362543815724,0.3130874909616775,0.5904281758148122,0.3793618610607192,11132,0.17361653644479938,2.2040138273357362e-42,True,0.10908337231798794,6.638588202779133e-17,True,0.060514908017755886,1.0738954124119274e-05,True,0.029052065025930076,0.07171876446065951,False,0.03672279727115524,0.014827674364695738,False,0.057474075632306706,3.299008556513322e-05,False
5,8,1,4,7,Hpc,Pyr,5,3.666875312969454,2.67823571945047,3.012970721200502,3.520968946750614,80059,0.0860376474302801,1.2718361852959154e-95,True,0.0681690527526897,6.584167435694953e-60,True,0.027420488494811858,2.7146982495247505e-10,True,0.01901267177673377,2.5190453974912693e-05,True,0.033382302627756794,6.612728580356191e-15,True,0.043570130790871076,6.920671646394461e-25,True
6,8,1,4,8,Hpc,Pyr,6,4.085002503755633,5.099783080260304,4.528391204525551,4.234766833849109,103801,0.18510000861668258,0.0,True,0.10939119938206489,8.28463624309281e-171,True,0.06213142193178331,1.7436633170941904e-55,True,0.0049676289963823264,0.44698193360159,False,0.009566936091471955,0.050457883321762736,False,0.013741902774549529,0.002107612836581917,False
7,8,1,4,9,Hpc,Pyr,7,6.3487731597396095,5.898047722342733,6.223224218324694,6.282253761604951,138052,0.10305604900557797,6.553760107507135e-237,True,0.07605022051995512,2.7405580598503633e-128,True,0.03403945867858791,2.9716698919813253e-26,True,0.01259026912201848,0.00032259032956243733,False,0.01810785997276619,5.992775543180362e-08,True,0.02871513333887712,6.846407744438245e-19,True
8,8,1,4,10,Hpc,Pyr,8,8.32035553329995,8.692697035430225,3.4225662145849607,8.375306797566962,131669,0.06912868316319337,1.9982248609656373e-139,True,0.0890327832318508,5.524106395245494e-230,True,0.04840279485015753,2.163047189889267e-68,True,0.008755025418662535,0.006130687557999854,False,0.01996265400533047,3.1334345668754855e-12,True,0.03397381655207585,4.73356344871771e-34,True
9,8,1,5,2,CeCM,Pyr,9,0.8164747120681022,0.8467100506146059,0.0508887784326256,0.8209369330914523,9439,0.09187574230761221,1.2256784549915235e-24,True,0.012869813107458274,0.3395179211663069,False,0.0310302465296057,0.0018721332225788531,False,0.0341070932284354,0.000506201344309766,False,0.05657033089843456,8.483964705820349e-10,True,0.08353868759547434,1.5891678142535755e-20,True
10,8,1,5,3,CeCM,Int,10,1.597896845267902,2.8951554591467823,1.444176193519373,1.7893501227190267,47131,0.1355014027422291,1.1253410200666277e-102,True,0.027112840244308142,8.403621520017255e-05,False,0.02234382899786254,0.0017071358937675797,False,0.029092669833035854,2.0298754113164344e-05,True,0.03876504991542222,4.649507129062151e-09,True,0.04703665030930693,5.372612741957321e-13,True
