Rat,Day,Shank,Id,Region,Type,SessID,NREM,REM,WAKE_HOMECAGE,SLEEP,tot_spikes,pInc,pDec,surprise,delta_NREM,delta_REM,delta_WAKE_HOMECAGE
8,3,15,5,CeCM,Pyr,132,0.9800062807495028,1.872972972972973,0.2827734839476813,1.0997915344874467,15362,0.0,1.0,36.04365338911715,0.4286789,0.058560207,0.11899797
8,3,15,6,CeCM,Int,133,0.2180466869046373,0.17567567567567569,0.10305192231470471,0.2123629112662014,3767,0.9998606978274778,0.00017535282015657328,-8.64857118661579,0.24895573,0.061512463,-0.16251983
8,3,15,7,CeCM,Int,134,0.6647126557102481,0.8060810810810811,0.6191785572730876,0.6836762439952868,26335,5.850819828623344e-11,0.9999999999519731,23.5618504347214,-0.9211488,-0.70834583,0.4666106
8,3,15,8,CeCM,Pyr,135,0.4513765309326913,0.19864864864864865,0.8847354340071343,0.41747484818272457,13260,1.0,9.387783908507515e-60,-36.04365338911715,-0.4424847,-0.17576353,0.85398895
8,3,15,9,CeCM,Pyr,136,0.2609651418402596,0.18243243243243243,0.014367816091954023,0.25043052660201215,2977,0.9999999998255019,2.516699983498787e-10,-22.10290153450005,0.057080537,-0.25860044,0.0022864044
8,3,15,10,CeCM,Pyr,137,1.6042081021668586,1.3567567567567567,0.4694312326595323,1.5710142300371612,22921,0.9999999999999947,6.3640861548553595e-15,-32.653810356950686,-0.022482734,-0.009802751,-0.19015397
8,3,16,2,BLA,Pyr,138,0.7612268397362085,0.37905405405405407,0.43896155370590567,0.7099610260128705,17032,1.0,5.742997108952463e-78,-36.04365338911715,-0.6171444,-0.03111406,-0.5659673
8,3,16,3,BLA,Int,139,0.21480163299487073,0.24594594594594596,0.03889219183511692,0.21897942536028278,2969,0.006061544139288388,0.9947984354990147,5.10057556316257,0.142052,-0.5200622,-0.1623764
8,3,16,4,BLA,Pyr,140,0.9527896995708155,0.3304054054054054,1.4105231866825207,0.8693011873470498,33333,1.0,2.0665262279609526e-177,-36.04365338911715,0.09007327,0.06811709,-0.22858329
8,3,16,5,BLA,Pyr,141,0.5990788234062598,1.445945945945946,0.023285770907649623,0.7126801413939998,8299,0.0,1.0,36.04365338911715,0.33520743,0.86838794,-0.6806656
8,3,16,6,BLA,Pyr,142,0.6657594472940438,1.106081081081081,0.06415973047958778,0.7248255234297108,8953,0.0,1.0,36.04365338911715,-0.2191722,0.037479356,0.03315054
8,3,17,2,BLA,Pyr,143,0.7679263058725008,2.089864864864865,0.07332540626238604,0.9452551436599294,11463,0.0,1.0,36.04365338911715,0.4928285,-0.18141675,0.06953572
8,3,17,3,BLA,Pyr,144,0.3209462995917513,0.5033783783783784,0.10689159730479587,0.34541829058279705,4883,0.0,1.0,36.04365338911715,0.3556409,-1.5379484,0.074624136
8,3,17,4,BLA,Pyr,145,0.4180885585679891,0.3141891891891892,0.0289833531510107,0.4041511828151908,4938,0.9999999999552471,5.992362215495194e-11,-23.537946623199385,0.20027132,0.051035658,-0.09119406
8,3,17,5,BLA,Pyr,146,0.12195121951219512,0.2141891891891892,0.02167558462148236,0.13432429982778937,1822,0.0,1.0,36.04365338911715,0.10196194,-0.122188844,0.12963843
8,3,17,6,BLA,Pyr,147,0.9101852821103318,1.7175675675675677,0.08533987316686484,1.0184899845916795,13681,0.0,1.0,36.04365338911715,0.32163787,-0.86484575,0.04064466
8,3,17,7,BLA,Int,148,7.712760389406469,8.166216216216217,6.269322235434007,7.773588325931297,169407,2.512402508259015e-10,0.9999999997630479,22.10461057596061,2.351112,1.887265,-0.22413635
8,3,17,8,BLA,Pyr,149,1.3718203705642207,1.4831081081081081,0.3393777249306381,1.386748844375963,29771,0.00015888184051260357,0.9998538286108664,8.74720359136607,0.06539601,-0.056684077,0.27089494
8,3,18,2,BLA,Pyr,150,0.07013503611430964,0.08378378378378379,0.007060047562425683,0.07196592042055651,1009,0.029196584162968442,0.9764375396063082,3.509859063022966,0.12569188,0.15353265,0.0013347566
8,3,18,3,BLA,Pyr,151,1.1809902648382706,1.6695945945945947,0.15594034879112167,1.2465331278890601,16222,0.0,1.0,36.04365338911715,0.082970954,-0.0010372847,-0.53143615
8,3,18,4,BLA,Pyr,152,0.8349209672354234,0.5168918918918919,0.19012584225128815,0.7922595848817184,20283,1.0,2.9485402836609755e-47,-36.04365338911715,-0.7919271,-0.17614761,0.46714395
8,3,18,5,BLA,Pyr,153,0.23270176907777662,0.3635135135135135,0.04496135552913198,0.2502492522432702,3371,0.0,1.0,36.04365338911715,0.16678214,0.10706642,0.2490069
8,3,18,6,BLA,Pyr,154,0.8641264524233225,1.1864864864864866,0.3726961950059453,0.9073688026828605,14036,0.0,1.0,36.04365338911715,0.082553074,0.2370311,0.22796333
