Rat,Day,Shank,Id,Region,Type,SessID,pInc,pDec,surprise
8,5,3,7,Hpc,Pyr,39,0.0,1.0,36.04365338911715
8,5,3,8,Hpc,Pyr,40,0.999999954879211,7.569889561126786e-08,-16.396502217574298
8,5,3,9,Hpc,Pyr,41,1.0,7.984039181382821e-22,-36.04364979343203
8,5,3,10,Hpc,Pyr,42,0.0018190936331987,0.9985642486478272,6.307980122644547
8,5,3,11,Hpc,Pyr,43,1.0,1.0398232052919293e-85,-36.04365338911715
8,5,3,12,Hpc,Pyr,44,1.0,1.815495706732282e-24,-36.04365338094089
8,5,3,13,Hpc,Pyr,45,0.9991310551775991,0.0009847207221295,-6.922283165253553
8,5,3,14,Hpc,Pyr,46,0.0,1.0,36.04365338911715
8,5,3,15,Hpc,Pyr,47,1.0,8.455787028317964e-19,-36.03985247382534
8,5,3,16,Hpc,Pyr,48,1.0,7.015035657190016e-23,-36.04365307318809
8,5,3,17,Hpc,Pyr,49,1.0,3.1737221519461536e-54,-36.04365338911715
8,5,3,18,Hpc,Pyr,50,1.0,3.099606400297629e-67,-36.04365338911715
8,5,3,19,Hpc,Pyr,51,0.9998753373091382,0.0001526569373875,-8.787192722988452
8,5,4,2,Hpc,Pyr,52,1.0,1.6147361512467626e-25,-36.04365338838994
8,5,4,3,Hpc,Pyr,53,0.9999999999950804,7.66795004431645e-12,-25.59394284851405
8,5,4,4,Hpc,Pyr,54,0.9999743192841752,3.2746853484844994e-05,-10.32667799624495
8,5,4,5,Hpc,Pyr,55,1.0,5.757935791730868e-72,-36.04365338911715
8,5,4,6,Hpc,Pyr,56,1.0,1.474118287613928e-21,-36.043646750300624
8,5,4,7,Hpc,Pyr,57,1.0,2.136320459270229e-30,-36.043653389117146
8,5,4,8,Hpc,Pyr,58,1.0,3.1641312305696947e-46,-36.04365338911715
8,5,5,2,BLA,Pyr,59,0.0,1.0,36.04365338911715
8,5,5,3,BLA,Pyr,60,0.002136305636564,0.998255929064285,6.146931686243063
8,5,5,4,BLA,Pyr,61,5.150004974696643e-07,0.9999996389881856,14.479097608879597
8,5,5,5,BLA,Pyr,62,0.9960893719143676,0.0044889260969873,-5.402223487867336
8,5,5,6,BLA,Pyr,63,0.0006699223696171,0.9994735026638164,7.307822082550414
8,5,5,7,BLA,Pyr,64,0.0063868439952632,0.9947930543818184,5.048294481053626
8,5,5,8,BLA,Int,65,0.0,1.0,36.04365338911715
8,5,5,9,BLA,Pyr,66,0.0052199395417303,0.9953366172656348,5.250595168971223
8,5,5,10,BLA,Pyr,67,0.0031314863203657,0.9971694867373744,5.763412997664424
8,5,5,11,BLA,Pyr,68,1.0,5.157816655419565e-140,-36.04365338911715
8,5,6,2,BLA,Pyr,69,0.0,1.0,36.04365338911715
8,5,6,3,BLA,Int,70,1.573971660084883e-05,0.9999859679488684,11.059309288002083
8,5,6,4,BLA,Pyr,71,0.2779641081679777,0.7360033251720878,0.9737426385693904
8,5,6,5,BLA,Pyr,72,4.634032901851271e-08,0.9999999695583968,16.887253182636794
8,5,6,6,BLA,Pyr,73,0.0258624508820919,0.9780136808199372,3.63273151462968
8,5,6,7,BLA,Int,74,0.6809802273646819,0.4082492999914107,-0.5116552538287902
8,5,6,8,BLA,Pyr,75,0.0,1.0,36.04365338911715
8,5,6,9,BLA,Pyr,76,0.0,1.0,36.04365338911715
8,5,6,10,BLA,Int,77,0.0,1.0,36.04365338911715
8,5,6,11,BLA,Int,78,0.9645285898408082,0.0393431156051817,-3.1993184673400816
8,5,6,12,BLA,Pyr,79,0.0,1.0,36.04365338911715
8,5,7,2,BLA,Pyr,80,0.9976649288193532,0.0033383254063615,-5.699948171354112
8,5,7,3,BLA,Pyr,81,0.0,1.0,36.04365338911715
8,5,7,4,BLA,Pyr,82,5.796266746793677e-06,0.9999965284093758,12.058293040363688
8,5,7,5,BLA,Pyr,83,0.9999999999999768,5.27086393494554e-14,-30.569793187258007
8,5,7,6,BLA,Pyr,84,0.8680702676696262,0.1506151137665706,-1.7515449975741175
8,5,7,7,BLA,Pyr,85,0.4491348371059981,0.6274076036261766,0.3342732669288532
8,5,7,8,BLA,Pyr,86,0.9999686018061886,6.174041774287514e-05,-9.692540374060272
8,5,7,9,BLA,Pyr,87,0.0053196465200998,0.99606038196681,5.232401022655808
8,5,7,10,BLA,Pyr,88,0.0,1.0,36.04365338911715
8,5,7,11,BLA,Pyr,89,0.8202925980126485,0.216092331844486,-1.3339553248642342
8,5,7,12,BLA,Pyr,90,3.471871679039395e-09,0.9999999982421176,19.478571933920136
8,5,7,13,BLA,Pyr,91,0.3277944172003459,0.7264822247187209,0.7958273806538412
8,5,7,14,BLA,Pyr,92,1.743050148661496e-12,0.9999999999989524,27.075257197917853
8,5,7,15,BLA,Pyr,93,2.1260102067710562e-07,0.9999998852661768,15.36384845434472
8,5,7,16,BLA,Int,94,0.0,1.0,36.04365338911715
8,5,8,2,BLA,Pyr,95,0.9955455039152552,0.0053539423044446,-5.225457663186957
8,5,8,3,BLA,Pyr,96,0.0,1.0,36.04365338911715
8,5,8,4,BLA,Pyr,97,0.9332995394541184,0.0704427913355759,-2.583925289131417
8,5,8,5,BLA,Pyr,98,0.9994970599765234,0.0006206338252832,-7.384266236732153
8,5,9,2,DEn,Pyr,99,3.2748909695179413e-08,0.99999998383304,17.234396144222405
8,5,9,3,DEn,Pyr,100,0.999980651461492,2.775279743282775e-05,-10.492154565728772
8,5,9,4,DEn,Pyr,101,0.0,1.0,36.04365338911715
8,5,9,5,DEn,Pyr,102,0.0782281529041376,0.932758934232882,2.478517196109738
8,5,9,6,DEn,Pyr,103,0.0,1.0,36.04365338911715
8,5,9,7,DEn,Pyr,104,7.77156117237611e-16,0.9999999999999996,34.53957599234088
8,5,9,8,DEn,Pyr,105,0.0084285914108959,0.9929739207337664,4.769074734960419
8,5,9,9,DEn,Pyr,106,0.0,1.0,36.04365338911715
8,5,9,10,DEn,Pyr,107,0.0,1.0,36.04365338911715
8,5,9,11,DEn,Pyr,108,0.9999948859920844,7.248166057990599e-06,-11.834756964563752
8,5,10,2,DEn,Pyr,109,1.081358954602152e-07,0.9999999147134436,16.039877022168998
8,5,10,3,DEn,Pyr,110,0.6761020874639534,0.3496994286117766,-0.659270071469866
8,5,10,4,DEn,Int,111,0.4906917838425502,0.5218468533022854,0.0615579611515572
8,5,10,5,DEn,Pyr,112,0.9510696731791608,0.0569099374916415,-2.81611734868906
8,5,10,6,DEn,Pyr,113,0.0,1.0,36.04365338911715
8,5,10,7,DEn,Pyr,114,0.0,1.0,36.04365338911715
8,5,10,8,DEn,Pyr,115,0.0,1.0,36.04365338911715
8,5,10,9,DEn,Pyr,116,1.0,1.2393630325459853e-17,-35.9893395098232
8,5,10,10,DEn,Pyr,117,0.9944294192887332,0.0061938165391454,-5.078617662735099
8,5,10,11,DEn,Pyr,118,1.0,4.393962432907749e-32,-36.04365338911715
8,5,10,12,DEn,Pyr,119,0.7804614710720734,0.2445156017230449,-1.1606062567121274
8,5,10,13,DEn,Pyr,120,0.9999881833078692,1.4238224836060688e-05,-11.15956850336265
8,5,10,14,DEn,Pyr,121,5.2954345353128935e-08,0.999999964991797,16.753835663849927
8,5,10,15,DEn,Pyr,122,0.0,1.0,36.04365338911715
8,5,10,16,DEn,Pyr,123,0.0,1.0,36.04365338911715
8,5,10,17,DEn,Pyr,124,0.0148362725255838,0.9866439653006158,4.1972342215764495
8,5,10,18,DEn,Pyr,125,0.0,1.0,36.04365338911715
8,5,10,19,DEn,Pyr,126,0.0,1.0,36.04365338911715
8,5,10,20,DEn,Pyr,127,0.9988904559699536,0.0013115077068865,-6.6354677222538925
8,5,11,2,DEn,Pyr,128,1.5528689445432065e-12,0.9999999999990108,27.19077398419968
8,5,11,3,DEn,Pyr,129,0.0,1.0,36.04365338911715
8,5,11,4,DEn,Pyr,130,1.333377852574813e-12,0.9999999999989542,27.34313914057284
8,5,11,5,DEn,Pyr,131,0.0,1.0,36.04365338911715
8,5,11,6,DEn,Pyr,132,0.261110559156348,0.7522879562809939,1.058175255310444
8,5,11,7,DEn,Pyr,133,0.0,1.0,36.04365338911715
8,5,11,8,DEn,Pyr,134,0.0007920052074427,0.9994174767223998,7.140359898107048
8,5,11,9,DEn,Pyr,135,2.359318296285551e-10,0.9999999998566156,22.167477268854658
8,5,11,10,DEn,Pyr,136,0.0,1.0,36.04365338911715
8,5,11,11,DEn,Int,137,8.814610374940912e-09,0.9999999956165164,18.546855192733023
8,5,11,12,DEn,Pyr,138,0.0,1.0,36.04365338911715
8,5,11,13,DEn,Pyr,139,0.7183742503568802,0.3020221321340215,-0.8664903733995488
8,5,11,14,DEn,Pyr,140,0.0,1.0,36.04365338911715
8,5,11,15,DEn,Pyr,141,0.0008303093604907,0.9992778235124128,7.092989765751999
8,5,11,16,DEn,Pyr,142,0.0,1.0,36.04365338911715
8,5,11,17,DEn,Pyr,143,0.0,1.0,36.04365338911715
8,5,11,18,DEn,Pyr,144,4.37346715720377e-06,0.9999965376477828,12.339951001205254
8,5,12,2,Pir,Pyr,145,0.0,1.0,36.04365338911715
8,5,12,3,Pir,Pyr,146,0.9999999816499654,2.98391431623777e-08,-17.327444750629226
8,5,12,4,Pir,Pyr,147,0.0,1.0,36.04365338911715
8,5,12,5,Pir,Pyr,148,0.0,1.0,36.04365338911715
8,5,12,6,Pir,Pyr,149,3.577647097463555e-07,0.999999728696244,14.843390030040478
8,5,12,7,Pir,Pyr,150,3.155909061858253e-07,0.9999997833597976,14.968818845412864
8,5,12,8,Pir,Pyr,151,0.0519663054841861,0.9588828101359814,2.9151733302504104
8,5,12,9,Pir,Pyr,152,0.9680093404453496,0.034917282363557,-3.322259833147918
8,5,12,10,Pir,Pyr,153,0.0,1.0,36.04365338911715
8,5,12,11,Pir,Pyr,154,0.0,1.0,36.04365338911715
8,5,12,12,Pir,Pyr,155,0.0,1.0,36.04365338911715
8,5,14,2,BLA,Pyr,156,0.793686947546135,0.2205489805614779,-1.2805693066048902
8,5,14,3,BLA,Pyr,157,6.879530278780521e-11,0.9999999999482662,23.39988241909365
8,5,14,4,BLA,Pyr,158,1.0,4.774252120269837e-28,-36.04365338911501
8,5,15,2,BLA,Pyr,159,0.0,1.0,36.04365338911715
8,5,15,3,BLA,Pyr,160,0.0,1.0,36.04365338911715
8,5,15,4,BLA,Pyr,161,1.1111445097355954e-11,0.9999999999921836,25.22302546574448
8,5,15,5,BLA,Int,162,0.0,1.0,36.04365338911715
8,5,15,6,BLA,Pyr,163,0.0,1.0,36.04365338911715
8,5,16,2,BLA,Pyr,164,8.475771196758686e-05,0.9999301576519248,9.375643974386184
8,5,16,3,BLA,Pyr,165,7.938094626069869e-14,0.9999999999999496,30.16172472907743
8,5,17,2,BLA,Pyr,166,0.0,1.0,36.04365338911715
8,5,17,3,BLA,Pyr,167,1.3047363023321878e-07,0.9999999114688164,15.852094607547365
8,5,17,4,BLA,Pyr,168,1.0,4.448301482025666e-21,-36.04363335594893
8,5,17,5,BLA,Pyr,169,0.0,1.0,36.04365338911715
8,5,18,2,BLA,Int,170,7.849276784099857e-12,0.999999999993347,25.57057142964276
8,5,18,3,BLA,Pyr,171,1.0,3.5347665492156304e-51,-36.04365338911715
8,5,18,4,BLA,Int,172,1.2780121405597808e-10,0.9999999998951132,22.7805433368496
8,5,18,5,BLA,Pyr,173,0.9991660641262312,0.0009376304195033,-6.9713204118663015
8,5,18,6,BLA,Pyr,174,0.9999999999999984,5.105453684751776e-15,-32.86589463095683
8,5,18,7,BLA,Pyr,175,0.0,1.0,36.04365338911715
8,5,18,8,BLA,Pyr,176,0.0,1.0,36.04365338911715
8,5,18,9,BLA,Pyr,177,1.483141007785349e-07,0.9999998961432812,15.723933404173511
8,5,18,10,BLA,Pyr,178,0.9343121709310752,0.0733068256283817,-2.545156888870513
8,5,18,11,BLA,Pyr,179,0.9999945035831248,6.068776135864071e-06,-12.012348101816944
8,5,18,12,BLA,Pyr,180,5.398090420749568e-05,0.9999602448163404,9.826840443749427
8,5,18,13,BLA,Pyr,181,0.0,1.0,36.04365338911715
8,5,18,14,BLA,Int,182,0.0,1.0,36.04365338911715
8,5,18,15,BLA,Pyr,183,3.8254854839436803e-10,0.9999999996821032,21.684164966056443
8,5,18,16,BLA,Pyr,184,2.6293324184578637e-09,0.9999999981323012,19.756535769947103
8,5,19,2,BLA,Int,185,0.0,1.0,36.04365338911715
8,5,19,3,BLA,Pyr,186,8.104628079763643e-15,0.9999999999999952,32.41931245614079
8,5,19,4,BLA,Pyr,187,0.1101982112891382,0.921508747859857,2.1237316050392576
8,5,19,5,BLA,Int,188,0.138161784628342,0.892240826577545,1.865310730224964
8,5,19,6,BLA,Pyr,189,0.9999999999998556,2.56502686719278e-13,-28.990771968377697
8,5,19,7,BLA,Pyr,190,4.5691770034217454e-08,0.999999966691008,16.901347603873823
8,5,19,8,BLA,Pyr,191,0.0,1.0,36.04365338911715
8,5,19,9,BLA,Pyr,192,1.0,6.9619509310312905e-25,-36.04365338598177
8,5,20,2,DEn,Int,193,1.0,1.9409478229367194e-46,-36.04365338911715
8,5,20,3,DEn,Pyr,194,8.120987399218293e-07,0.9999994672947602,14.023643370309768
8,5,20,4,DEn,Pyr,195,6.448955813809221e-10,0.99999999961385,21.16193235687314
8,5,20,5,DEn,Int,196,0.0,1.0,36.04365338911715
8,5,20,6,DEn,Pyr,197,0.0001594641766203,0.9998732614898316,8.743564512413046
8,5,20,7,DEn,Pyr,198,0.9999998063169838,3.967069619901257e-07,-14.740067765576526
8,6,1,2,Hpc,Pyr,0,0.000980823014114,0.999110013978958,6.926228146128599
8,6,2,2,Hpc,Pyr,1,1.0,7.243243234118958e-36,-36.04365338911715
8,6,2,3,Hpc,Pyr,2,1.0,2.1242406684107192e-25,-36.043653388160486
8,6,2,4,Hpc,Pyr,3,0.9999543015535166,4.944022782967698e-05,-9.914700437124836
8,6,2,5,Hpc,Pyr,4,0.99999572547403,4.540751537312424e-06,-12.302413748173768
8,6,2,6,Hpc,Pyr,5,0.999983090111925,1.8895831924640384e-05,-10.876552283264685
8,6,2,7,Hpc,Pyr,6,0.7250762836823221,0.2947010484069176,-0.900315420914813
8,6,2,8,Hpc,Pyr,7,1.0,5.0784539518907306e-111,-36.04365338911715
8,6,2,9,Hpc,Pyr,8,0.9954641553575304,0.0047746299942271,-5.339892633373084
8,6,2,10,Hpc,Pyr,9,1.0,2.1550792409487246e-32,-36.04365338911715
8,6,2,11,Hpc,Pyr,10,1.0,7.460191687715244e-45,-36.04365338911715
8,6,2,12,Hpc,Pyr,11,0.9999999999970978,3.644384435464599e-12,-26.33777271786544
8,6,2,13,Hpc,Pyr,12,1.4099832412739488e-14,0.9999999999999872,31.876988165315417
8,6,2,14,Hpc,Pyr,13,1.0,1.2350273648065265e-89,-36.04365338911715
8,6,2,15,Hpc,Int,14,1.0,0.0,-36.04365338911715
8,6,2,16,Hpc,Pyr,15,0.0,1.0,36.04365338911715
8,6,2,17,Hpc,Int,16,1.0,9.788708287148836e-31,-36.04365338911715
8,6,2,18,Hpc,Pyr,17,0.9817273412993104,0.0204658149869972,-3.870557680676757
8,6,2,19,Hpc,Int,18,1.0,0.0,-36.04365338911715
8,6,3,2,Hpc,Pyr,19,1.0,6.375556227105089e-20,-36.04336630080447
8,6,3,3,Hpc,Pyr,20,1.0,1.0824200908945007e-299,-36.04365338911715
8,6,3,4,Hpc,Pyr,21,0.0,1.0,36.04365338911715
8,6,3,5,Hpc,Pyr,22,1.0,5.384303282568644e-47,-36.04365338911715
8,6,3,6,Hpc,Pyr,23,1.0,7.813670238746448e-142,-36.04365338911715
8,6,3,7,Hpc,Pyr,24,0.0,1.0,36.04365338911715
8,6,3,8,Hpc,Pyr,25,0.9993491520452554,0.0008362899223955,-7.085884148027457
8,6,3,9,Hpc,Pyr,26,0.999999999999142,1.3100866577010638e-12,-27.36075835586061
8,6,3,10,Hpc,Pyr,27,1.0,1.585935144067192e-52,-36.04365338911715
8,6,3,11,Hpc,Pyr,28,0.9999999999999024,1.3826789543584578e-13,-29.607978707005937
8,6,3,12,Hpc,Pyr,29,1.0,1.1239769165572272e-17,-35.994273474859924
8,6,3,13,Hpc,Pyr,30,0.0,1.0,36.04365338911715
8,6,3,14,Hpc,Pyr,31,1.0,3.620624393420909e-21,-36.04363708340743
8,6,3,15,Hpc,Pyr,32,1.0,6.808509610334035e-19,-36.04059180043193
8,6,3,16,Hpc,Pyr,33,3.4646119306813716e-10,0.9999999997005364,21.78324965929566
8,6,3,17,Hpc,Pyr,34,0.9999999941733598,6.895472116686379e-09,-18.792400817691323
8,6,3,18,Hpc,Pyr,35,0.9692264537555212,0.0336153616804226,-3.361515127635589
8,6,3,19,Hpc,Pyr,36,0.999999999997566,3.307146549510695e-12,-26.434868229378644
8,6,3,20,Hpc,Pyr,37,1.0,8.773119131415033e-49,-36.04365338911715
8,6,3,21,Hpc,Pyr,38,1.0,6.970272230370918e-22,-36.04365024999054
8,6,3,22,Hpc,Pyr,39,1.0,4.4098560880023655e-34,-36.04365338911715
8,6,3,23,Hpc,Pyr,40,1.0,5.972165298487616e-60,-36.04365338911715
8,6,3,24,Hpc,Pyr,41,1.0,2.0617919116190066e-30,-36.043653389117146
8,6,3,25,Hpc,Pyr,42,1.0,1.4426357145737598e-55,-36.04365338911715
8,6,3,26,Hpc,Pyr,43,1.0,1.3499151154032506e-42,-36.04365338911715
8,6,3,27,Hpc,Int,44,0.0,1.0,36.04365338911715
8,6,4,2,Hpc,Pyr,45,0.0,1.0,36.04365338911715
8,6,4,3,Hpc,Pyr,46,0.999940946242983,7.664811061843257e-05,-9.47622654691258
8,6,4,4,Hpc,Pyr,47,1.0,4.584286400867441e-152,-36.04365338911715
8,6,4,5,Hpc,Pyr,48,1.0,2.4563285455512896e-87,-36.04365338911715
8,6,4,6,Hpc,Pyr,49,1.0,4.1612068044697125e-161,-36.04365338911715
8,6,4,7,Hpc,Pyr,50,0.8943954310853037,0.1215691871240527,-1.995664451969938
8,6,4,8,Hpc,Int,51,0.0,1.0,36.04365338911715
8,6,4,9,Hpc,Pyr,52,1.0,2.6454547276943867e-31,-36.04365338911715
8,6,4,10,Hpc,Pyr,53,1.0,3.6128206132500753e-182,-36.04365338911715
8,6,4,11,Hpc,Pyr,54,1.0,1.493050614016558e-25,-36.043653388444746
8,6,4,12,Hpc,Pyr,55,1.0,1.5085068214770483e-49,-36.04365338911715
8,6,4,13,Hpc,Pyr,56,0.0,1.0,36.04365338911715
8,6,4,14,Hpc,Pyr,57,1.0,2.9511548989893724e-34,-36.04365338911715
8,6,4,15,Hpc,Pyr,58,1.0,1.0577602801253907e-94,-36.04365338911715
8,6,4,16,Hpc,Pyr,59,1.0,2.611786068693947e-69,-36.04365338911715
8,6,5,2,BLA,Int,60,0.0007015822781348,0.9994006101561874,7.261572806890106
8,6,5,3,BLA,Int,61,0.0,1.0,36.04365338911715
8,6,5,4,BLA,Pyr,62,0.3160518336300647,0.7009271890189741,0.7964977837244195
8,6,5,5,BLA,Pyr,63,0.0,1.0,36.04365338911715
8,6,5,6,BLA,Pyr,64,0.0095872661681422,0.991671492421335,4.638956118453046
8,6,5,7,BLA,Pyr,65,0.0,1.0,36.04365338911715
8,6,5,8,BLA,Pyr,66,0.0,1.0,36.04365338911715
8,6,5,9,BLA,Pyr,67,0.999999999999999,1.2633193773223946e-15,-34.14311654679904
8,6,5,10,BLA,Pyr,68,0.0526618145505852,0.9501349009861444,2.8927133642230523
8,6,5,11,BLA,Pyr,69,0.5189653760568615,0.4905605223505092,-0.0562885076531989
8,6,5,12,BLA,Pyr,70,1.138197872285751e-06,0.9999990063465414,13.68606336629774
8,6,5,13,BLA,Pyr,71,0.9708560628248712,0.0306957075318441,-3.454055396275759
8,6,5,14,BLA,Pyr,72,0.0,1.0,36.04365338911715
8,6,5,15,BLA,Pyr,73,0.0,1.0,36.04365338911715
8,6,6,2,BLA,Pyr,74,0.0,1.0,36.04365338911715
8,6,6,3,BLA,Pyr,75,0.0,1.0,36.04365338911715
8,6,6,4,BLA,Pyr,76,0.0,1.0,36.04365338911715
8,6,6,5,BLA,Pyr,77,0.0,1.0,36.04365338911715
8,6,6,6,BLA,Pyr,78,1.0,5.724805978634981e-20,-36.0433956000069
8,6,6,7,BLA,Pyr,79,0.0033113505819551,0.9970968552770768,5.707491774991348
8,6,6,8,BLA,Pyr,80,0.0040301923092765,0.9963985624052446,5.510333246354606
8,6,6,9,BLA,Pyr,81,0.0,1.0,36.04365338911715
8,6,6,10,BLA,Pyr,82,0.0,1.0,36.04365338911715
8,6,6,11,BLA,Int,83,0.0,1.0,36.04365338911715
8,6,7,2,BLA,Int,84,0.0,1.0,36.04365338911715
8,6,7,3,BLA,Int,85,0.0,1.0,36.04365338911715
8,6,8,2,BLA,Pyr,86,0.0,1.0,36.04365338911715
8,6,8,3,BLA,Pyr,87,0.0121148222538518,0.9883860716439062,4.401643699609471
8,6,8,4,BLA,Pyr,88,0.1461002225108499,0.8626414799561338,1.775706328425779
8,6,8,5,BLA,Pyr,89,0.0,1.0,36.04365338911715
8,6,8,6,BLA,Pyr,90,0.0,1.0,36.04365338911715
8,6,9,2,VEn,Pyr,91,0.0,1.0,36.04365338911715
8,6,9,3,VEn,Pyr,92,0.0,1.0,36.04365338911715
8,6,9,4,VEn,Pyr,93,0.0,1.0,36.04365338911715
8,6,9,5,VEn,Pyr,94,0.0,1.0,36.04365338911715
8,6,9,6,VEn,Pyr,95,0.9997420272652776,0.0002960084727306,-8.12486447394355
8,6,9,7,VEn,Pyr,96,0.0,1.0,36.04365338911715
8,6,9,8,VEn,Pyr,97,0.0,1.0,36.04365338911715
8,6,9,9,VEn,Pyr,98,0.0,1.0,36.04365338911715
8,6,9,10,VEn,Pyr,99,0.0,1.0,36.04365338911715
8,6,9,11,VEn,Int,100,0.9998861037197972,0.0001455132342674,-8.8351296155564
8,6,9,12,VEn,Pyr,101,0.5543096528209538,0.4618253007197525,-0.1825367881087739
8,6,9,13,VEn,Pyr,102,0.0,1.0,36.04365338911715
8,6,9,14,VEn,Pyr,103,0.0,1.0,36.04365338911715
8,6,9,15,VEn,Int,104,0.0,1.0,36.04365338911715
8,6,9,16,VEn,Pyr,105,1.383337888682945e-13,0.9999999999998924,29.60750302074762
8,6,9,17,VEn,Pyr,106,0.0,1.0,36.04365338911715
8,6,9,18,VEn,Int,107,0.0,1.0,36.04365338911715
8,6,9,19,VEn,Pyr,108,1.0,1.2730687289444376e-29,-36.0436533891171
8,6,9,20,VEn,Pyr,109,0.0,1.0,36.04365338911715
8,6,9,21,VEn,Pyr,110,0.999999999998579,1.940404202470839e-12,-26.968010387172097
8,6,9,22,VEn,Pyr,111,0.0,1.0,36.04365338911715
8,6,9,23,VEn,Pyr,112,0.0,1.0,36.04365338911715
8,6,10,2,Pir,Pyr,113,0.9999999999999925,9.473813744378252e-15,-32.26707757487945
8,6,10,3,Pir,Pyr,114,0.0,1.0,36.04365338911715
8,6,10,4,Pir,Pyr,115,0.0,1.0,36.04365338911715
8,6,10,5,Pir,Pyr,116,0.0,1.0,36.04365338911715
8,6,10,6,Pir,Pyr,117,0.0029289064724045,0.9972885458133518,5.830411006388543
8,6,10,7,Pir,Pyr,118,0.0,1.0,36.04365338911715
8,6,10,8,Pir,Pyr,119,0.3318727920651922,0.6792403114166573,0.7162232454929199
8,6,10,9,Pir,Pyr,120,0.0134227637069425,0.988136425249723,4.298868720696519
8,6,10,10,Pir,Pyr,121,0.0,1.0,36.04365338911715
8,6,10,11,Pir,Pyr,122,0.0,1.0,36.04365338911715
8,6,10,12,Pir,Pyr,123,2.4310553570217053e-12,0.9999999999984396,26.74260431701396
8,6,10,13,Pir,Pyr,124,0.4534911433676321,0.5569567977218743,0.2055119346254681
8,6,10,14,Pir,Pyr,125,0.0,1.0,36.04365338911715
8,6,10,15,Pir,Pyr,126,1.0261791416610322e-12,0.9999999999991576,27.604962425855035
8,6,10,16,Pir,Pyr,127,0.0,1.0,36.04365338911715
8,6,10,17,Pir,Pyr,128,0.8443223354543735,0.1635997326669459,-1.6411115456286274
8,6,10,18,Pir,Pyr,129,0.0011595030147203,0.998945237614628,6.758708482215657
8,6,10,19,Pir,Pyr,130,0.0,1.0,36.04365338911715
8,6,10,20,Pir,Pyr,131,0.0,1.0,36.04365338911715
8,6,10,21,Pir,Pyr,132,0.0004031457409415,0.9996308491140856,7.815843202300621
8,6,10,22,Pir,Pyr,133,3.3306690738754696e-16,0.9999999999999998,35.127362657243
8,6,10,23,Pir,Pyr,134,2.9474243157245894e-08,0.999999973709628,17.33974903447589
8,6,10,24,Pir,Pyr,135,0.0,1.0,36.04365338911715
8,6,10,25,Pir,Pyr,136,6.850354515730572e-05,0.9999387251924023,9.588563783225824
8,6,10,26,Pir,Pyr,137,2.238420337974389e-09,0.9999999981340496,19.91749532505284
8,6,10,27,Pir,Pyr,138,0.0,1.0,36.04365338911715
8,6,11,2,Pir,Pyr,139,0.0,1.0,36.04365338911715
8,6,11,3,Pir,Pyr,140,0.0,1.0,36.04365338911715
8,6,11,4,Pir,Pyr,141,0.0600668376970805,0.9427509998953107,2.7533442929081944
8,6,11,5,Pir,Pyr,142,0.0,1.0,36.04365338911715
8,6,11,6,Pir,Pyr,143,0.0,1.0,36.04365338911715
8,6,11,7,Pir,Pyr,144,0.999927376977504,8.086727830812096e-05,-9.422628660909217
8,6,11,8,Pir,Pyr,145,0.0,1.0,36.04365338911715
8,6,11,9,Pir,Pyr,146,0.9250406259414052,0.0785210861475876,-2.4664704544213016
8,6,11,10,Pir,Pyr,147,0.0,1.0,36.04365338911715
8,6,11,11,Pir,Pyr,148,0.0,1.0,36.04365338911715
8,6,11,12,Pir,Pyr,149,0.8965382027441025,0.1091599039494884,-2.105727089414759
8,6,11,13,Pir,Pyr,150,0.0,1.0,36.04365338911715
8,6,11,14,Pir,Pyr,151,0.0,1.0,36.04365338911715
8,6,11,15,Pir,Pyr,152,0.0016048359239743,0.998728470198156,6.43346141679727
8,6,11,16,Pir,Pyr,153,0.0,1.0,36.04365338911715
8,6,11,17,Pir,Pyr,154,0.0,1.0,36.04365338911715
8,6,11,18,Pir,Pyr,155,7.10908544254707e-08,0.9999999472643788,16.459307082291932
8,6,11,19,Pir,Pyr,156,1.5327739077974913e-12,0.999999999998876,27.203797156352767
8,6,11,20,Pir,Int,157,8.659739592076221e-15,0.9999999999999952,32.354773935003216
8,6,11,21,Pir,Pyr,158,0.9999999999999748,3.270293623599596e-14,-31.04454472918214
8,6,11,22,Pir,Pyr,159,0.0,1.0,36.04365338911715
8,6,11,23,Pir,Int,160,1.490760848099626e-10,0.9999999999080016,22.62656281444241
8,6,11,24,Pir,Pyr,161,0.9999828125076922,2.235983227070704e-05,-10.708227223365627
8,6,11,25,Pir,Pyr,162,0.0,1.0,36.04365338911715
8,6,11,26,Pir,Pyr,163,0.0,1.0,36.04365338911715
8,6,11,27,Pir,Pyr,164,0.0,1.0,36.04365338911715
8,6,11,28,Pir,Pyr,165,0.0,1.0,36.04365338911715
8,6,11,29,Pir,Int,166,0.0,1.0,36.04365338911715
8,6,11,30,Pir,Pyr,167,0.0,1.0,36.04365338911715
8,6,11,31,Pir,Pyr,168,0.0,1.0,36.04365338911715
8,6,11,32,Pir,Pyr,169,1.0,8.257447434882381e-21,-36.04361620157143
8,6,11,33,Pir,Pyr,170,0.0,1.0,36.04365338911715
8,6,11,34,Pir,Pyr,171,0.0,1.0,36.04365338911715
8,6,11,35,Pir,Pyr,172,0.0,1.0,36.04365338911715
8,6,11,36,Pir,Pyr,173,0.0,1.0,36.04365338911715
8,6,11,37,Pir,Pyr,174,2.220446049250313e-16,1.0,35.35050620855721
